date,product,category,region,quantity,unit_price,revenue,quarter
2024-11-12,Gizmo Lite,Gizmos,West,45,84.97,3823.65,Q4
2024-11-12,Gadget X,Gadgets,North,12,177.63,2131.56,Q4
2024-11-12,Gizmo Pro,Gizmos,West,45,125.5,5647.5,Q4
2024-11-13,Gizmo Pro,Gizmos,South,26,191.46,4977.96,Q4
2024-11-14,Widget A,Widgets,South,27,10.4,280.8,Q4
2024-11-15,Widget A,Widgets,South,47,175.6,8253.2,Q4
2024-11-16,Gadget Y,Gadgets,West,30,162.07,4862.1,Q4
2024-11-16,Widget B,Widgets,West,37,32.99,1220.63,Q4
2024-11-17,Gadget Y,Gadgets,South,49,23.49,1151.01,Q4
2024-11-17,Gadget X,Gadgets,South,15,152.47,2287.05,Q4
2024-11-17,Gizmo Pro,Gizmos,East,41,132.83,5446.03,Q4
2024-11-17,Gadget X,Gadgets,South,13,11.92,154.96,Q4
2024-11-18,Gizmo Lite,Gizmos,West,9,126.39,1137.51,Q4
2024-11-18,Gadget X,Gadgets,North,20,131.2,2624.0,Q4
2024-11-18,Widget B,Widgets,West,29,22.62,655.98,Q4
2024-11-19,Widget B,Widgets,West,17,142.03,2414.51,Q4
2024-11-19,Gadget X,Gadgets,North,43,102.34,4400.62,Q4
2024-11-20,Widget B,Widgets,North,37,33.37,1234.69,Q4
2024-11-20,Widget A,Widgets,South,23,165.18,3799.14,Q4
2024-11-20,Gadget Y,Gadgets,South,21,141.57,2972.97,Q4
2024-11-21,Gadget X,Gadgets,North,45,62.32,2804.4,Q4
2024-11-21,Gizmo Lite,Gizmos,South,30,94.82,2844.6,Q4
2024-11-21,Gadget X,Gadgets,East,3,172.94,518.82,Q4
2024-11-21,Widget A,Widgets,West,23,70.58,1623.34,Q4
2024-11-22,Widget B,Widgets,West,36,84.67,3048.12,Q4
2024-11-22,Widget B,Widgets,West,28,91.8,2570.4,Q4
2024-11-22,Gizmo Pro,Gizmos,West,1,75.72,75.72,Q4
2024-11-22,Gadget X,Gadgets,South,29,108.28,3140.12,Q4
2024-11-23,Gadget X,Gadgets,East,43,83.32,3582.76,Q4
2024-11-23,Gizmo Lite,Gizmos,South,11,69.13,760.43,Q4
2024-11-23,Gizmo Pro,Gizmos,West,8,79.27,634.16,Q4
2024-11-23,Gadget Y,Gadgets,West,38,96.26,3657.88,Q4
2024-11-24,Gizmo Pro,Gizmos,West,5,53.41,267.05,Q4
2024-11-25,Gadget X,Gadgets,South,11,35.8,393.8,Q4
2024-11-25,Gadget X,Gadgets,West,46,15.88,730.48,Q4
2024-11-25,Gadget X,Gadgets,South,42,85.13,3575.46,Q4
2024-11-26,Gizmo Pro,Gizmos,South,15,102.69,1540.35,Q4
2024-11-26,Gizmo Pro,Gizmos,North,37,191.62,7089.94,Q4
2024-11-26,Gadget X,Gadgets,South,23,94.38,2170.74,Q4
2024-11-27,Widget A,Widgets,East,49,26.76,1311.24,Q4
2024-11-27,Gizmo Lite,Gizmos,West,17,83.25,1415.25,Q4
2024-11-27,Gizmo Lite,Gizmos,North,4,196.22,784.88,Q4
2024-11-27,Widget A,Widgets,South,13,112.92,1467.96,Q4
2024-11-28,Gadget X,Gadgets,South,23,93.68,2154.64,Q4
2024-11-29,Gizmo Pro,Gizmos,East,49,106.41,5214.09,Q4
2024-11-29,Gadget Y,Gadgets,East,21,193.62,4066.02,Q4
2024-11-30,Gadget X,Gadgets,West,1,120.29,120.29,Q4
2024-11-30,Gizmo Pro,Gizmos,South,35,38.6,1351.0,Q4
2024-11-30,Gadget X,Gadgets,North,36,86.34,3108.24,Q4
2024-11-30,Gadget X,Gadgets,North,18,128.45,2312.1,Q4
2024-12-01,Widget B,Widgets,North,19,48.25,916.75,Q4
2024-12-01,Gadget Y,Gadgets,West,5,100.35,501.75,Q4
2024-12-01,Gizmo Lite,Gizmos,East,19,35.15,667.85,Q4
2024-12-01,Gizmo Pro,Gizmos,North,34,147.21,5005.14,Q4
2024-12-02,Gadget Y,Gadgets,East,21,151.71,3185.91,Q4
2024-12-02,Gadget Y,Gadgets,West,5,160.9,804.5,Q4
2024-12-02,Widget A,Widgets,South,46,16.55,761.3,Q4
2024-12-03,Gadget X,Gadgets,West,19,107.45,2041.55,Q4
2024-12-04,Gadget Y,Gadgets,East,32,103.47,3311.04,Q4
2024-12-04,Widget B,Widgets,North,36,64.3,2314.8,Q4
2024-12-04,Gizmo Lite,Gizmos,East,24,93.83,2251.92,Q4
2024-12-04,Gadget X,Gadgets,South,17,174.46,2965.82,Q4
2024-12-05,Widget B,Widgets,East,28,167.23,4682.44,Q4
2024-12-05,Gadget Y,Gadgets,West,7,191.65,1341.55,Q4
2024-12-05,Widget A,Widgets,North,8,172.25,1378.0,Q4
2024-12-06,Widget A,Widgets,East,33,179.69,5929.77,Q4
2024-12-07,Gizmo Lite,Gizmos,North,3,95.18,285.54,Q4
2024-12-07,Gizmo Lite,Gizmos,South,31,149.47,4633.57,Q4
2024-12-07,Gizmo Lite,Gizmos,East,29,15.8,458.2,Q4
2024-12-08,Widget B,Widgets,North,42,130.18,5467.56,Q4
2024-12-08,Gadget Y,Gadgets,East,2,73.35,146.7,Q4
2024-12-09,Gizmo Lite,Gizmos,East,30,11.68,350.4,Q4
2024-12-09,Widget B,Widgets,West,8,198.98,1591.84,Q4
2024-12-09,Gizmo Lite,Gizmos,West,7,18.39,128.73,Q4
2024-12-09,Widget A,Widgets,North,37,150.69,5575.53,Q4
2024-12-10,Gizmo Pro,Gizmos,West,9,155.56,1400.04,Q4
2024-12-11,Widget B,Widgets,South,40,85.83,3433.2,Q4
2024-12-11,Gizmo Lite,Gizmos,South,14,87.43,1224.02,Q4
2024-12-11,Gizmo Lite,Gizmos,East,11,76.28,839.08,Q4
2024-12-12,Gadget Y,Gadgets,South,13,190.06,2470.78,Q4
2024-12-12,Gizmo Pro,Gizmos,West,19,109.29,2076.51,Q4
2024-12-13,Widget A,Widgets,West,34,160.96,5472.64,Q4
2024-12-13,Gizmo Lite,Gizmos,North,2,23.85,47.7,Q4
2024-12-14,Gadget Y,Gadgets,West,34,63.39,2155.26,Q4
2024-12-14,Gizmo Lite,Gizmos,East,27,14.19,383.13,Q4
2024-12-14,Gizmo Pro,Gizmos,North,39,52.95,2065.05,Q4
2024-12-14,Gizmo Lite,Gizmos,North,13,124.66,1620.58,Q4
2024-12-15,Widget A,Widgets,North,25,33.35,833.75,Q4
2024-12-15,Gizmo Lite,Gizmos,West,10,121.31,1213.1,Q4
2024-12-15,Gizmo Lite,Gizmos,South,20,139.7,2794.0,Q4
2024-12-16,Gadget Y,Gadgets,West,46,166.28,7648.88,Q4
2024-12-16,Gizmo Lite,Gizmos,North,30,108.83,3264.9,Q4
2024-12-17,Widget B,Widgets,South,12,104.37,1252.44,Q4
2024-12-17,Widget B,Widgets,East,18,166.52,2997.36,Q4
2024-12-17,Gadget X,Gadgets,East,41,152.24,6241.84,Q4
2024-12-18,Widget A,Widgets,West,29,18.9,548.1,Q4
2024-12-19,Gizmo Lite,Gizmos,South,17,21.91,372.47,Q4
2024-12-19,Widget A,Widgets,North,6,56.9,341.4,Q4
2024-12-20,Gizmo Pro,Gizmos,North,28,29.36,822.08,Q4
2024-12-20,Gadget X,Gadgets,South,19,117.35,2229.65,Q4
2024-12-20,Gadget Y,Gadgets,East,4,159.9,639.6,Q4
2024-12-20,Gadget X,Gadgets,South,13,90.25,1173.25,Q4
2024-12-21,Gadget Y,Gadgets,East,37,32.04,1185.48,Q4
2024-12-21,Widget B,Widgets,East,29,83.65,2425.85,Q4
2024-12-21,Widget A,Widgets,North,10,36.43,364.3,Q4
2024-12-21,Gizmo Pro,Gizmos,North,43,136.61,5874.23,Q4
2024-12-22,Gadget Y,Gadgets,East,11,190.65,2097.15,Q4
2024-12-22,Widget A,Widgets,West,30,61.1,1833.0,Q4
2024-12-22,Gadget X,Gadgets,South,19,132.39,2515.41,Q4
2024-12-22,Widget A,Widgets,East,37,104.73,3875.01,Q4
2024-12-23,Widget A,Widgets,South,35,96.96,3393.6,Q4
2024-12-23,Gizmo Lite,Gizmos,West,35,80.26,2809.1,Q4
2024-12-23,Widget A,Widgets,North,13,89.14,1158.82,Q4
2024-12-23,Gadget Y,Gadgets,North,31,146.73,4548.63,Q4
2024-12-24,Gizmo Lite,Gizmos,South,11,148.79,1636.69,Q4
2024-12-25,Gadget Y,Gadgets,North,45,153.26,6896.7,Q4
2024-12-26,Widget A,Widgets,West,24,186.85,4484.4,Q4
2024-12-26,Widget B,Widgets,West,3,69.97,209.91,Q4
2024-12-27,Gizmo Pro,Gizmos,South,28,145.51,4074.28,Q4
2024-12-27,Widget A,Widgets,East,36,26.21,943.56,Q4
2024-12-27,Gadget X,Gadgets,South,13,21.04,273.52,Q4
2024-12-27,Gizmo Lite,Gizmos,East,10,113.32,1133.2,Q4
2024-12-28,Widget B,Widgets,South,46,55.96,2574.16,Q4
2024-12-29,Widget B,Widgets,South,22,144.78,3185.16,Q4
2024-12-29,Widget B,Widgets,East,35,103.64,3627.4,Q4
2024-12-29,Gizmo Lite,Gizmos,West,17,182.15,3096.55,Q4
2024-12-29,Gizmo Pro,Gizmos,South,43,176.75,7600.25,Q4
2024-12-30,Widget B,Widgets,East,38,154.84,5883.92,Q4
2024-12-30,Gadget Y,Gadgets,West,16,156.86,2509.76,Q4
2024-12-30,Gadget Y,Gadgets,North,12,33.85,406.2,Q4
2024-12-30,Widget B,Widgets,South,47,163.36,7677.92,Q4
2024-12-31,Gizmo Lite,Gizmos,North,7,13.33,93.31,Q4
